Date,Open,High,Low,Close,Adj Close,Volume
2017-01-27,210.649994,210.759995,210.029999,210.250000,192.032745,1428200
2017-01-30,209.479996,209.520004,207.880005,208.979996,190.872818,2782300
2017-01-31,208.339996,208.970001,207.789993,208.970001,190.863693,3787100
2017-02-01,209.619995,209.860001,208.369995,209.000000,190.891052,2698800
2017-02-02,208.589996,209.399994,208.229996,209.089996,190.973267,1661300
2017-02-03,210.080002,210.729996,209.770004,210.639999,192.388931,4264400
2017-02-06,210.119995,210.539993,209.839996,210.199997,191.987076,1345500
2017-02-07,210.649994,210.839996,209.990005,210.250000,192.032745,1194600
2017-02-08,210.250000,210.610001,209.630005,210.520004,192.279388,1096100
2017-02-09,210.520004,212.039993,210.520004,211.720001,193.375366,1237100
2017-02-10,212.130005,212.800003,212.009995,212.570007,194.151703,1412400
2017-02-13,213.110001,214.000000,213.070007,213.699997,195.183823,1756300
2017-02-14,213.550003,214.589996,213.160004,214.589996,195.996735,2528100
2017-02-15,214.339996,215.889999,214.309998,215.679993,196.992294,2050200
2017-02-16,215.740005,215.899994,214.729996,215.509995,196.836990,1920100
2017-02-17,214.839996,215.839996,214.789993,215.839996,197.138397,1452600
2017-02-21,216.320007,217.320007,216.250000,217.110001,198.298340,1893000
2017-02-22,216.720001,217.190002,216.550003,217.009995,198.207047,1471400
2017-02-23,217.539993,217.539993,216.300003,217.130005,198.316605,1717200
2017-02-24,216.220001,217.419998,216.160004,217.389999,198.554108,1637700
2017-02-27,217.320007,217.899994,217.020004,217.710007,198.846359,1942200
2017-02-28,217.339996,217.580002,216.720001,217.070007,198.261810,2181000
2017-03-01,218.899994,220.660004,218.869995,220.149994,201.074982,3325500
2017-03-02,219.990005,220.020004,218.750000,218.860001,199.896744,1657100
2017-03-03,218.699997,219.089996,218.309998,218.979996,200.006317,1765900
2017-03-06,218.070007,218.649994,217.630005,218.300003,199.385269,1530600
2017-03-07,217.979996,218.330002,217.419998,217.639999,198.782440,1743200
2017-03-08,217.949997,218.199997,217.070007,217.179993,198.362320,1784400
2017-03-09,217.330002,217.839996,216.460007,217.410004,198.572388,1636200
2017-03-10,218.550003,218.559998,217.259995,218.169998,199.266541,1819900
2017-03-13,218.179993,218.410004,217.860001,218.300003,199.385269,1388100
2017-03-14,217.770004,217.809998,216.889999,217.559998,198.709396,1428400
2017-03-15,218.130005,219.850006,217.869995,219.369995,200.362534,3358800
2017-03-16,219.610001,219.649994,218.649994,219.000000,200.024612,1710900
2017-03-17,219.300003,219.440002,218.559998,218.559998,199.622742,1588500
2017-03-20,218.589996,218.889999,217.979996,218.369995,199.449188,1035900
2017-03-21,219.000000,219.130005,215.410004,215.580002,196.900925,3468700
2017-03-22,214.580002,215.339996,213.949997,215.020004,197.302872,2600300
2017-03-23,214.800003,216.020004,214.440002,214.800003,197.100967,2436700
2017-03-24,215.139999,215.770004,213.880005,214.729996,197.036743,2647600
2017-03-27,212.869995,214.720001,212.619995,214.380005,196.715561,2082900
2017-03-28,214.160004,216.460007,214.050003,215.970001,198.174545,3057200
2017-03-29,215.720001,216.470001,215.479996,216.289993,198.468185,1748500
2017-03-30,216.169998,217.130005,215.979996,216.869995,199.000381,2494800
2017-03-31,216.559998,217.110001,216.350006,216.350006,198.523270,1331400
2017-04-03,216.509995,216.690002,214.740005,216.080002,198.275497,2843700
2017-04-04,215.710007,216.250000,215.330002,216.199997,198.385590,2481600
2017-04-05,216.889999,217.929993,215.339996,215.539993,197.780014,2311800
2017-04-06,215.710007,216.679993,215.220001,216.100006,198.293869,1635500
2017-04-07,215.860001,216.639999,215.399994,215.910004,198.119507,1835900
2017-04-10,216.059998,216.880005,215.500000,216.059998,198.257172,1311900
2017-04-11,215.630005,215.880005,214.250000,215.789993,198.009384,1787300
2017-04-12,215.490005,215.690002,214.619995,214.899994,197.192749,2002700
2017-04-13,214.500000,215.240005,213.470001,213.470001,195.880585,1806800
2017-04-17,214.000000,215.350006,213.800003,215.339996,197.596451,1746900
2017-04-18,214.550003,215.240005,213.979996,214.750000,197.055084,2695900
2017-04-19,215.309998,215.699997,214.059998,214.279999,196.623810,2032400
2017-04-20,214.979996,216.500000,214.619995,216.029999,198.229630,2734000
2017-04-21,215.970001,216.020004,214.929993,215.399994,197.651550,2594400
2017-04-24,217.750000,217.949997,217.229996,217.699997,199.761978,2366400
2017-04-25,218.410004,219.360001,218.289993,219.009995,200.964081,1745100
2017-04-26,218.960007,219.899994,218.809998,218.850006,200.817276,2824500
2017-04-27,219.199997,219.360001,218.470001,219.020004,200.973267,1154200
2017-04-28,219.330002,219.339996,218.429993,218.600006,200.587860,1257600
2017-05-01,219.160004,219.570007,218.649994,219.130005,201.074203,1506700
2017-05-02,219.289993,219.380005,218.770004,219.199997,201.138443,2573000
2017-05-03,218.779999,219.169998,218.240005,218.979996,200.936539,1654600
2017-05-04,219.270004,219.350006,218.309998,219.179993,201.120071,1439100
2017-05-05,219.559998,220.059998,219.119995,220.059998,201.927567,1729700
2017-05-08,220.130005,220.250000,219.570007,220.070007,201.936707,2225000
2017-05-09,220.289993,220.490005,219.440002,219.789993,201.679794,1636900
2017-05-10,219.759995,220.220001,219.550003,220.199997,202.055984,1066900
2017-05-11,219.740005,219.929993,218.619995,219.750000,201.643097,1855700
2017-05-12,219.500000,219.600006,219.119995,219.410004,201.331116,1056500
2017-05-15,219.880005,220.720001,219.830002,220.520004,202.349670,1440600
2017-05-16,220.880005,220.940002,220.000000,220.479996,202.312973,2452500
2017-05-17,218.610001,219.070007,216.419998,216.570007,198.725143,3507700
2017-05-18,216.330002,218.240005,216.130005,217.360001,199.450027,2894500
2017-05-19,217.880005,219.470001,217.830002,218.710007,200.688797,2436500
2017-05-22,219.259995,220.050003,219.229996,219.929993,201.808258,1865000
2017-05-23,220.309998,220.539993,219.899994,220.360001,202.202850,1259000
2017-05-24,220.639999,221.000000,220.279999,220.889999,202.689163,1453900
2017-05-25,221.429993,222.240005,221.210007,221.919998,203.634323,1564600
2017-05-26,221.759995,222.070007,221.669998,221.929993,203.643448,1196000
2017-05-30,221.559998,221.970001,221.419998,221.720001,203.450790,1511700
2017-05-31,222.039993,222.080002,220.919998,221.669998,203.404892,2326200
2017-06-01,222.139999,223.449997,221.860001,223.399994,204.992325,2112900
2017-06-02,223.479996,224.320007,223.169998,224.100006,205.634689,1857600
2017-06-05,223.990005,224.279999,223.809998,223.949997,205.497040,1831200
2017-06-06,223.369995,223.949997,223.199997,223.309998,204.909775,1449400
2017-06-07,223.690002,223.929993,222.929993,223.679993,205.249268,1328800
2017-06-08,223.820007,224.309998,223.240005,223.759995,205.322708,1116100
2017-06-09,224.119995,224.929993,222.100006,223.500000,205.084091,2117600
2017-06-12,223.210007,223.479996,222.509995,223.410004,205.001541,1812100
2017-06-13,223.990005,224.570007,223.639999,224.500000,206.001678,2170700
2017-06-14,224.820007,224.839996,223.380005,224.259995,205.781494,1886000
2017-06-15,222.860001,223.929993,222.509995,223.809998,205.368576,2170900
2017-06-16,224.000000,224.059998,222.940002,223.869995,205.423599,1603600
2017-06-19,224.729996,225.770004,224.619995,225.699997,207.102859,1433100
2017-06-20,225.360001,225.360001,224.179993,224.220001,205.744766,1366000
2017-06-21,224.570007,224.699997,223.639999,224.130005,205.662201,1422000
2017-06-22,224.169998,224.660004,223.869995,224.000000,205.542908,1344400
2017-06-23,223.119995,223.649994,222.720001,223.369995,205.893158,1257400
2017-06-26,224.000000,224.449997,223.240005,223.440002,205.957703,1321700
2017-06-27,223.210007,223.520004,221.630005,221.660004,204.316986,3476700
2017-06-28,222.729996,223.839996,222.500000,223.619995,206.123611,2875800
2017-06-29,223.809998,223.919998,220.419998,221.690002,204.344604,4613000
2017-06-30,222.570007,222.910004,221.860001,222.059998,204.685623,2982300
2017-07-03,223.089996,223.529999,222.470001,222.550003,205.137344,1762500
2017-07-05,222.839996,223.169998,222.000000,222.940002,205.496841,2043800
2017-07-06,222.160004,222.250000,220.720001,220.940002,203.653290,2540700
2017-07-07,221.520004,222.520004,221.380005,222.339996,204.943741,2148000
2017-07-10,222.199997,222.990005,222.039993,222.570007,205.155792,1800100
2017-07-11,222.419998,222.759995,221.220001,222.399994,204.999054,1638700
2017-07-12,223.470001,224.279999,223.470001,224.070007,206.538422,1492100
2017-07-13,224.160004,224.610001,223.889999,224.449997,206.888672,1485500
2017-07-14,224.520004,225.899994,224.389999,225.470001,207.828857,1642400
2017-07-17,225.449997,225.860001,225.339996,225.500000,207.856552,1176200
2017-07-18,225.130005,225.690002,224.729996,225.669998,208.013245,3146500
2017-07-19,225.979996,226.860001,225.960007,226.860001,209.110092,1255300
2017-07-20,227.130005,227.250000,226.399994,226.929993,209.174637,1698100
2017-07-21,226.360001,226.779999,226.110001,226.770004,209.027145,2461700
2017-07-24,226.669998,226.830002,226.220001,226.690002,208.953430,1278200
2017-07-25,227.509995,227.589996,227.020004,227.229996,209.451157,1349500
2017-07-26,227.570007,227.589996,226.979996,227.300003,209.515671,1574100
2017-07-27,227.750000,227.779999,225.649994,227.029999,209.266800,1834500
2017-07-28,226.539993,226.919998,226.089996,226.770004,209.027145,2364100
2017-07-31,227.229996,227.300003,226.440002,226.639999,208.907364,3020000
2017-08-01,227.300003,227.320007,226.679993,227.149994,209.377411,1674500
2017-08-02,227.309998,227.419998,226.289993,227.279999,209.497238,1889300
2017-08-03,227.179993,227.179993,226.550003,226.880005,209.128540,1266400
2017-08-04,227.360001,227.589996,226.839996,227.259995,209.478790,1039800
2017-08-07,227.330002,227.660004,227.199997,227.630005,209.819901,848500
2017-08-08,227.339996,228.619995,226.729996,227.179993,209.405060,1064700
2017-08-09,226.350006,227.149994,226.000000,227.050003,209.285263,1536600
2017-08-10,226.240005,226.350006,223.850006,223.929993,206.409363,3043300
2017-08-11,224.130005,224.820007,223.869995,224.229996,206.685867,1584300
2017-08-14,225.559998,226.669998,225.559998,226.429993,208.713730,2201900
2017-08-15,226.839996,226.869995,226.100006,226.449997,208.732178,1309700
2017-08-16,226.949997,227.389999,226.369995,226.809998,209.064026,1531400
2017-08-17,226.190002,226.500000,223.279999,223.279999,205.810226,3396200
2017-08-18,223.089996,224.270004,222.449997,222.869995,205.432312,2691100
2017-08-21,222.850006,223.360001,222.119995,223.139999,205.681137,1281300
2017-08-22,223.720001,225.600006,223.690002,225.399994,207.764328,1455700
2017-08-23,224.460007,225.059998,224.259995,224.630005,207.054611,1462900
2017-08-24,225.039993,225.169998,223.880005,224.110001,206.575287,1345100
2017-08-25,224.949997,225.580002,224.470001,224.600006,207.026962,1220800
2017-08-28,225.160004,225.210007,224.190002,224.679993,207.100677,801000
2017-08-29,223.250000,225.160004,223.149994,224.850006,207.257401,1397400
2017-08-30,224.860001,226.240005,224.690002,225.970001,208.289719,1377800
2017-08-31,226.630005,227.580002,226.550003,227.300003,209.515671,2202700
2017-09-01,227.759995,228.110001,227.509995,227.690002,209.875168,1393700
2017-09-05,227.100006,227.350006,224.979996,226.009995,208.326630,2222300
2017-09-06,226.759995,227.139999,226.190002,226.800003,209.054810,1523300
2017-09-07,227.130005,227.130005,226.339996,226.750000,209.008713,1620300
2017-09-08,226.449997,226.979996,226.250000,226.399994,208.686066,1896900
2017-09-11,227.850006,229.009995,227.839996,228.869995,210.962845,2007200
2017-09-12,229.320007,229.720001,229.130005,229.710007,211.737122,1535000
2017-09-13,229.369995,229.850006,229.279999,229.850006,211.866211,1155800
2017-09-14,229.470001,229.940002,229.309998,229.770004,211.792450,1857300
2017-09-15,229.619995,230.130005,229.490005,230.089996,212.087387,1419700
2017-09-18,230.460007,230.899994,230.119995,230.490005,212.456085,1325200
2017-09-19,230.789993,230.850006,230.440002,230.770004,212.714203,1302400
2017-09-20,229.679993,229.779999,228.630005,229.720001,212.830887,1850500
2017-09-21,229.539993,229.580002,228.869995,229.070007,212.228714,1899900
2017-09-22,228.750000,229.259995,228.720001,229.039993,212.200882,1599200
2017-09-25,228.820007,229.199997,227.860001,228.699997,211.885895,1523300
2017-09-26,229.089996,229.320007,228.529999,228.779999,211.960022,2335000
2017-09-27,229.529999,230.059998,228.600006,229.669998,212.784592,2103600
2017-09-28,229.360001,230.009995,229.289993,229.940002,213.034760,1084700
2017-09-29,229.910004,230.830002,229.740005,230.759995,213.794449,1726200
2017-10-02,231.000000,231.729996,230.910004,231.729996,214.693146,1960600
2017-10-03,231.899994,232.250000,231.669998,232.199997,215.128571,1316400
2017-10-04,232.119995,232.779999,231.979996,232.520004,215.425049,1006700
2017-10-05,232.860001,233.929993,232.759995,233.899994,216.703613,1471800
2017-10-06,233.460007,233.699997,233.179993,233.679993,216.499802,1101500
2017-10-09,233.919998,233.929993,232.979996,233.270004,216.119934,768300
2017-10-10,233.839996,234.250000,233.289993,233.860001,216.666534,1027600
2017-10-11,233.740005,234.240005,233.600006,234.240005,217.018616,1036400
2017-10-12,233.869995,234.270004,233.639999,233.880005,216.685104,1079400
2017-10-13,234.369995,234.470001,234.020004,234.139999,216.925980,1067900
2017-10-16,234.410004,234.690002,234.039993,234.509995,217.268784,1767300
2017-10-17,234.470001,234.690002,234.220001,234.660004,217.407745,1332100
2017-10-18,235.059998,235.089996,234.679993,234.869995,217.602280,1527800
2017-10-19,234.029999,234.990005,233.619995,234.990005,217.713470,1653600
2017-10-20,235.800003,236.190002,235.529999,236.160004,218.797455,1296300
2017-10-23,236.490005,236.490005,235.149994,235.300003,218.000671,1101000
2017-10-24,235.679993,235.889999,235.270004,235.630005,218.306412,1818400
2017-10-25,235.300003,235.410004,233.289993,234.500000,217.259506,1943400
2017-10-26,235.100006,235.410004,234.669998,234.720001,217.463333,3298200
2017-10-27,235.630005,236.880005,235.300003,236.720001,219.316284,2825000
2017-10-30,235.630005,236.619995,235.529999,235.860001,218.519531,1292500
2017-10-31,236.259995,236.470001,235.899994,236.130005,218.769669,1357600
2017-11-01,237.029999,237.389999,236.130005,236.539993,219.149490,2078300
2017-11-02,236.449997,236.770004,235.320007,236.639999,219.242157,1908100
2017-11-03,236.830002,237.440002,236.339996,237.429993,219.974060,1934200
2017-11-06,237.240005,237.889999,237.210007,237.789993,220.307587,1688600
2017-11-07,237.889999,238.220001,237.110001,237.690002,220.214951,1502700
2017-11-08,237.410004,238.119995,237.149994,238.039993,220.539230,4711000
2017-11-09,236.729996,237.339996,235.479996,237.179993,219.742447,1644100
2017-11-10,236.720001,237.179993,236.399994,237.039993,219.612762,1019000
2017-11-13,236.330002,237.520004,236.309998,237.320007,219.872177,900000
2017-11-14,236.440002,236.850006,235.639999,236.740005,219.334824,2763300
2017-11-15,235.740005,236.240005,234.820007,235.529999,218.213776,2436200
