Date & Time,use [kW],gen [kW],ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW],DiningRoomOutlets [kW],MudroomOutlets [kW],MasterBathOutlets [kW],GarageOutlets [kW],BasementOutdoorOutlets [kW]
2016-01-01 00:00:00,0.0,0.0,0.11678333300000003,0.10109999999999997,0.10771666500000003,0.063883331,2.7460999999999998,0.141216668,0.1769666649999999,0.016949996
2016-01-01 00:30:00,0.0,0.0,0.11671666700000002,0.101933334,0.11340000100000006,0.05628333599999998,0.08944999800000002,0.14585000399999998,0.18384999899999996,0.017699996999999995
2016-01-01 01:00:00,0.0,0.0,0.11623333200000002,0.102133332,0.11304999800000004,0.05618333300000002,0.08946666799999997,0.14593333799999997,0.18398333299999997,0.017616661999999998
2016-01-01 01:30:00,0.0,0.0,0.116783334,0.10233333799999997,0.11201666700000001,0.057583333999999986,0.09011666600000003,0.14598333799999996,0.18486666700000004,0.017549998
2016-01-01 02:00:00,0.0,0.0,0.11786666599999998,0.10203333299999999,0.11420000000000002,0.056283337,0.08930000200000003,0.146300001,0.18526666899999997,0.017866664999999993
2016-01-01 02:30:00,0.0,0.0,0.11763333199999997,0.102099998,0.112733334,0.05739999999999999,0.089850001,0.14613333599999997,0.18505,0.017816664000000003
2016-01-01 03:00:00,0.0,0.0,0.117583334,0.10201666699999999,0.113333332,0.05686666499999999,0.08955000000000002,0.14608333499999998,0.18518333199999998,0.017849997999999995
2016-01-01 03:30:00,0.0,0.0,0.11766666899999997,0.10184999800000001,0.11470000200000001,0.05598333400000001,0.08923333099999997,0.146200001,0.18505000400000002,0.017833333
2016-01-01 04:00:00,0.0,0.0,0.11779999999999997,0.102016664,0.11183333300000001,0.05808333399999998,0.09043333000000002,0.14601666900000002,0.18536666499999988,0.017599993999999994
2016-01-01 04:30:00,0.0,0.0,0.11685000000000002,0.10210000099999998,0.11408333300000001,0.05625000299999999,0.08956666500000002,0.14630000099999999,0.18458333399999993,0.017883330999999992
2016-01-01 05:00:00,0.0,0.0,0.11653333300000002,0.102083332,0.11251666400000002,0.05673333000000001,0.08993333199999999,0.14631666699999998,0.18378333199999997,0.017599996
2016-01-01 05:30:00,0.0,0.0,0.11606666700000004,0.10216666699999999,0.11253333500000004,0.05639999700000001,0.08975000200000002,0.14625000100000005,0.18358333499999996,0.017599997999999995
2016-01-01 06:00:00,0.0,0.0,0.11623333100000002,0.10235000099999998,0.11298333500000002,0.055500001,0.08946666799999999,0.146266665,0.18323333399999994,0.017666664
2016-01-01 06:30:00,0.0,0.0,0.119533332,0.10080000099999999,0.11118333200000001,0.05685000200000001,0.09026666500000004,0.1462,0.18306666699999993,0.017483332
2016-01-01 07:00:00,0.0,0.0,0.13320000399999996,0.09490000099999998,0.11356666600000001,0.055433332000000016,0.090283335,0.14609999800000004,0.18324999999999994,0.017966665999999992
2016-01-01 07:30:00,0.0,0.0,0.11526666599999999,0.10303333399999996,0.11718333300000004,0.056233335999999995,0.08988333600000001,0.14646667000000005,0.18371666700000006,0.017549993
2016-01-01 08:00:00,0.0,0.0,56.704333334,0.035949999,0.503433334,0.051833332,0.09061666900000002,0.15358333599999993,0.18045000100000003,0.011666664999999998
2016-01-01 08:30:00,0.0,0.0,23.849949999,0.06559999999999999,0.40951666600000014,0.4350333350000001,0.08978333399999999,0.14926666900000005,0.29080000299999986,0.016049999
2016-01-01 09:00:00,0.0,0.0,0.2183166689999999,0.09534999899999995,0.11483333099999997,0.818133335,0.09081667,0.14743333800000005,0.133083332,0.017599997
2016-01-01 09:30:00,0.0,0.0,0.132100002,0.09281666699999999,0.10690000100000005,0.8270166679999998,5.882583333,0.13871666500000002,0.11946666300000006,0.016783333999999997
2016-01-01 10:00:00,0.0,0.0,0.146350001,0.09156666500000002,0.14301666600000001,0.7132333310000002,5.319633335000002,0.135266669,0.11826666499999998,0.017250000999999997
2016-01-01 10:30:00,0.0,0.0,0.11336666600000002,0.10228333199999998,0.2418333379999999,0.05293333400000002,0.33478333299999985,0.14466666399999992,0.3190666659999998,0.017649995999999998
2016-01-01 11:00:00,0.0,0.0,0.11293333400000001,0.10108333300000004,0.12205000100000003,0.04700000000000002,0.085200001,0.142416665,0.17788333399999995,0.017899999999999996
2016-01-01 11:30:00,0.0,0.0,0.11231666900000006,0.10279999899999996,0.11430000000000003,0.051983335000000026,0.08766666299999998,0.14506666799999995,0.17936666700000006,0.017533330999999996
2016-01-01 12:00:00,0.0,0.0,0.11338333299999996,0.10303333199999996,0.11329999600000004,0.053416666000000015,0.08839999800000002,0.14553333499999999,0.18045000000000005,0.017566662999999996
2016-01-01 12:30:00,0.0,0.0,0.11356666699999998,0.10275000199999997,0.113883332,0.05284999600000001,0.08795,0.14566666700000003,0.25376666900000006,0.017783328999999997
2016-01-01 13:00:00,0.0,0.0,0.11353333199999999,0.102266666,0.11303333200000004,0.05361666999999999,0.088733334,0.14571666699999994,0.29536666400000006,0.017583331999999997
2016-01-01 13:30:00,0.0,0.0,0.113716664,0.10163333100000001,0.11355000100000003,0.05306666800000001,0.089016669,0.147683334,0.1803666630000001,0.017549996999999998
2016-01-01 14:00:00,0.0,0.0,0.11384999900000001,0.10180000000000003,0.11215000000000003,0.053550000999999986,0.089100001,0.146316668,0.17948333300000008,0.017183333
2016-01-01 14:30:00,0.0,0.0,0.11416666599999996,0.10138332900000004,0.11363333500000003,0.052800001,0.08823333399999998,0.14618333,0.17946666500000014,0.017416664999999998
