Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623249300.715490,172.10.0.2:55456,,,88,370725
1623249300.733230,172.10.0.2:55456,,,88,370725
1623249300.749292,172.10.0.2:55456,,,89,376517
1623249300.766935,172.10.0.2:55456,,,90,379413
1623249300.784249,172.10.0.2:55456,,,91,385205
1623249300.800389,172.10.0.2:55456,,,91,385205
1623249300.817754,172.10.0.2:55456,,,92,388101
1623249300.833513,172.10.0.2:55456,,,93,393893
1623249300.849693,172.10.0.2:55456,,,93,393893
1623249300.866453,172.10.0.2:55456,,,94,396789
1623249300.882820,172.10.0.2:55456,,,95,399685
1623249300.898921,172.10.0.2:55456,,,96,405477
1623249300.915327,172.10.0.2:55456,,,97,409821
1623249300.931542,172.10.0.2:55456,,,97,409821
1623249300.948110,172.10.0.2:55456,,,98,412717
1623249300.964322,172.10.0.2:55456,,,99,418509
1623249300.981714,172.10.0.2:55456,,,99,418509
1623249300.997148,172.10.0.2:55456,,,100,421405
1623249301.014858,172.10.0.2:55456,,,101,427197
1623249301.030744,172.10.0.2:55456,,,101,427197
1623249301.048137,172.10.0.2:55456,,,102,430093
1623249301.063819,172.10.0.2:55456,,,103,435885
1623249301.081628,172.10.0.2:55456,,,103,435885
1623249301.097469,172.10.0.2:55456,,,104,438781
1623249301.115553,172.10.0.2:55456,,,105,444573
1623249301.132669,172.10.0.2:55456,,,105,444573
1623249301.149713,172.10.0.2:55456,,,106,447469
1623249301.167129,172.10.0.2:55456,1,1,102,53
1623249301.184333,172.10.0.2:55456,2,2,100,53
1623249301.201247,172.10.0.2:55456,2,2,100,53
1623249301.218029,172.10.0.2:55456,3,3,99,53
1623249301.236044,172.10.0.2:55456,4,4,96,53
1623249301.251860,172.10.0.2:55456,4,4,96,53
1623249301.270221,172.10.0.2:55456,5,5,95,53
1623249301.285878,172.10.0.2:55456,6,6,92,53
1623249301.303720,172.10.0.2:55456,6,6,92,53
1623249301.319300,172.10.0.2:55456,7,7,91,53
1623249301.336902,172.10.0.2:55456,8,8,88,53
1623249301.352730,172.10.0.2:55456,9,9,87,53
1623249301.370308,172.10.0.2:55456,9,9,87,53
1623249301.386213,172.10.0.2:55456,10,10,84,53
1623249301.404175,172.10.0.2:55456,11,11,82,53
1623249301.419880,172.10.0.2:55456,11,11,82,53
1623249301.438038,172.10.0.2:55456,12,12,81,53
1623249301.454664,172.10.0.2:55456,13,13,78,53
1623249301.472472,172.10.0.2:55456,13,13,78,53
1623249301.488801,172.10.0.2:55456,14,14,77,53
1623249301.506538,172.10.0.2:55456,15,15,74,53
1623249301.524182,172.10.0.2:55456,16,16,73,53
1623249301.540031,172.10.0.2:55456,16,16,73,53
1623249301.557596,172.10.0.2:55456,17,17,70,53
1623249301.573213,172.10.0.2:55456,18,18,69,53
1623249301.590484,172.10.0.2:55456,18,18,69,53
1623249301.606151,172.10.0.2:55456,19,19,66,53
1623249301.624634,172.10.0.2:55456,20,20,65,53
1623249301.640531,172.10.0.2:55456,20,20,65,53
1623249301.658371,172.10.0.2:55456,21,21,62,53
1623249301.673996,172.10.0.2:55456,22,22,61,53
1623249301.692113,172.10.0.2:55456,22,22,61,53
1623249301.708069,172.10.0.2:55456,23,23,58,53
1623249301.725682,172.10.0.2:55456,24,24,55,53
1623249301.741197,172.10.0.2:55456,25,25,53,53
1623249301.759585,172.10.0.2:55456,27,27,53,53
1623249301.776033,172.10.0.2:55456,28,28,53,53
1623249301.793510,172.10.0.2:55456,28,28,53,53
1623249301.809464,172.10.0.2:55456,28,28,53,53
1623249301.826491,172.10.0.2:55456,30,30,51,53
1623249301.842582,172.10.0.2:55456,30,30,51,53
1623249301.860240,172.10.0.2:55456,30,30,51,53
1623249301.877659,172.10.0.2:55456,32,32,49,53
1623249301.893330,172.10.0.2:55456,32,32,49,53
1623249301.910455,172.10.0.2:55456,32,32,49,53
1623249301.926131,172.10.0.2:55456,34,34,47,53
1623249301.943274,172.10.0.2:55456,34,34,47,53
1623249301.959068,172.10.0.2:55456,34,34,47,53
1623249301.975897,172.10.0.2:55456,36,36,45,53
1623249301.991647,172.10.0.2:55456,36,36,45,53
1623249302.009341,172.10.0.2:55456,34,36,53,53
1623249302.025058,172.10.0.2:55456,33,36,53,53
1623249302.042974,172.10.0.2:55456,32,36,53,53
1623249302.058612,172.10.0.2:55456,30,36,53,53
1623249302.076069,172.10.0.2:55456,29,36,53,53
1623249302.091773,172.10.0.2:55456,27,36,53,53
1623249302.110103,172.10.0.2:55456,26,36,53,53
1623249302.125882,172.10.0.2:55456,24,36,53,53
1623249302.143175,172.10.0.2:55456,23,36,53,53
1623249302.158803,172.10.0.2:55456,22,36,53,53
1623249302.175767,172.10.0.2:55456,20,36,53,53
1623249302.192270,172.10.0.2:55456,19,36,53,53
1623249302.209511,172.10.0.2:55456,18,36,53,53
1623249302.225863,172.10.0.2:55456,16,36,53,53
1623249302.242807,172.10.0.2:55456,15,36,53,53
1623249302.260095,172.10.0.2:55456,14,36,53,53
1623249302.277216,172.10.0.2:55456,12,36,53,53
1623249302.294803,172.10.0.2:55456,11,36,53,53
1623249302.310553,172.10.0.2:55456,9,36,53,53
1623249302.327342,172.10.0.2:55456,8,36,53,53
1623249302.344079,172.10.0.2:55456,8,36,53,53
1623249302.361289,172.10.0.2:55456,8,36,53,53
1623249302.377022,172.10.0.2:55456,6,36,53,53
1623249302.394209,172.10.0.2:55456,6,36,53,53
1623249302.409983,172.10.0.2:55456,6,36,53,53
1623249302.426756,172.10.0.2:55456,4,36,53,53
1623249302.442206,172.10.0.2:55456,4,36,53,53
1623249302.460234,172.10.0.2:55456,4,36,53,53
1623249302.475746,172.10.0.2:55456,2,36,53,53
1623249302.493544,172.10.0.2:55456,2,36,53,53
1623249302.509242,172.10.0.2:55456,2,36,53,53
1623249302.527108,172.10.0.2:55456,0,36,53,53
1623249302.542639,172.10.0.2:55456,0,36,53,53
1623249302.559414,172.10.0.2:55456,0,36,53,53
1623249302.575031,172.10.0.2:55456,0,36,53,53
1623249302.591998,172.10.0.2:55456,0,36,53,53
1623249302.607983,172.10.0.2:55456,0,36,53,53
1623249302.624773,172.10.0.2:55456,0,36,53,53
1623249302.640792,172.10.0.2:55456,0,36,53,53
1623249302.657531,172.10.0.2:55456,0,36,53,53
1623249302.673393,172.10.0.2:55456,0,36,53,53
1623249302.691223,172.10.0.2:55456,0,36,53,53
1623249302.708980,172.10.0.2:55456,0,36,53,53
1623249302.724883,172.10.0.2:55456,0,36,53,53
1623249302.742328,172.10.0.2:55456,0,36,53,53
1623249302.758123,172.10.0.2:55456,0,36,53,53
1623249302.775799,172.10.0.2:55456,0,36,53,53
1623249302.791822,172.10.0.2:55456,0,36,53,53
1623249302.809967,172.10.0.2:55456,0,36,53,53
1623249302.825776,172.10.0.2:55456,0,36,53,53
1623249302.843351,172.10.0.2:55456,0,36,53,53
1623249302.858979,172.10.0.2:55456,0,36,53,53
1623249302.876722,172.10.0.2:55456,0,36,53,53
1623249302.892223,172.10.0.2:55456,0,36,53,53
1623249302.909911,172.10.0.2:55456,0,36,53,53
1623249302.925836,172.10.0.2:55456,0,36,53,53
1623249302.943312,172.10.0.2:55456,0,36,53,53
1623249302.959128,172.10.0.2:55456,0,36,53,53
1623249302.976560,172.10.0.2:55456,0,36,53,53
1623249302.992426,172.10.0.2:55456,0,36,53,53
1623249303.009487,172.10.0.2:55456,0,36,53,53
1623249303.025354,172.10.0.2:55456,0,36,53,53
1623249303.042282,172.10.0.2:55456,0,36,53,53
1623249303.058065,172.10.0.2:55456,0,36,53,53
1623249303.075713,172.10.0.2:55456,0,36,53,53
1623249303.092960,172.10.0.2:55456,0,36,53,53
1623249303.108652,172.10.0.2:55456,0,36,53,53
1623249303.125087,172.10.0.2:55456,0,36,53,53
1623249303.141504,172.10.0.2:55456,0,36,53,53
1623249303.158000,172.10.0.2:55456,0,36,53,53
1623249303.173943,172.10.0.2:55456,0,36,53,53
1623249303.190702,172.10.0.2:55456,0,36,53,53
1623249303.206392,172.10.0.2:55456,0,36,53,53
1623249303.222629,172.10.0.2:55456,0,36,53,53
1623249303.238794,172.10.0.2:55456,0,36,53,53
1623249303.256036,172.10.0.2:55456,0,36,53,53
1623249303.271758,172.10.0.2:55456,0,36,53,53
1623249303.289678,172.10.0.2:55456,0,36,53,53
1623249303.305469,172.10.0.2:55456,0,36,53,53
1623249303.322651,172.10.0.2:55456,0,36,53,53
1623249303.338731,172.10.0.2:55456,0,36,53,53
1623249303.355612,172.10.0.2:55456,0,36,53,53
1623249303.371451,172.10.0.2:55456,0,36,53,53
1623249303.388652,172.10.0.2:55456,0,36,53,53
1623249303.404518,172.10.0.2:55456,0,36,53,53
1623249303.421586,172.10.0.2:55456,0,36,53,53
1623249303.437406,172.10.0.2:55456,0,36,53,53
1623249303.454449,172.10.0.2:55456,0,36,53,53
1623249303.470137,172.10.0.2:55456,0,36,53,53
1623249303.487720,172.10.0.2:55456,0,36,54,53
1623249303.504067,172.10.0.2:55456,0,36,54,53
1623249303.522474,172.10.0.2:55456,0,36,54,53
1623249303.540496,172.10.0.2:55456,0,36,54,53
1623249303.556248,172.10.0.2:55456,0,36,54,53
1623249303.573490,172.10.0.2:55456,0,36,54,53
1623249303.589298,172.10.0.2:55456,0,36,54,53
1623249303.606962,172.10.0.2:55456,0,36,54,53
1623249303.622753,172.10.0.2:55456,0,36,54,53
1623249303.640122,172.10.0.2:55456,0,36,54,53
1623249303.655990,172.10.0.2:55456,0,36,54,53
1623249303.673596,172.10.0.2:55456,0,36,54,53
1623249303.689420,172.10.0.2:55456,0,36,54,53
1623249303.706998,172.10.0.2:55456,0,36,54,53
1623249303.722504,172.10.0.2:55456,0,36,54,53
1623249303.739875,172.10.0.2:55456,0,36,54,53
1623249303.755931,172.10.0.2:55456,0,36,54,53
1623249303.774411,172.10.0.2:55456,0,36,54,53
1623249303.790280,172.10.0.2:55456,0,36,54,53
1623249303.808393,172.10.0.2:55456,0,36,54,53
1623249303.824099,172.10.0.2:55456,0,36,54,53
1623249303.841001,172.10.0.2:55456,0,36,54,53
1623249303.857993,172.10.0.2:55456,0,36,54,53
1623249303.874751,172.10.0.2:55456,0,36,54,53
1623249303.890485,172.10.0.2:55456,0,36,54,53
1623249303.907149,172.10.0.2:55456,0,36,54,53
1623249303.923030,172.10.0.2:55456,0,36,54,53
1623249303.940412,172.10.0.2:55456,0,36,54,53
1623249303.958145,172.10.0.2:55456,0,36,54,53
1623249303.973901,172.10.0.2:55456,0,36,54,53
1623249303.990647,172.10.0.2:55456,0,36,54,53
1623249304.006948,172.10.0.2:55456,0,36,54,53
1623249304.023544,172.10.0.2:55456,0,36,54,53
1623249304.039795,172.10.0.2:55456,0,36,54,53
1623249304.056752,172.10.0.2:55456,0,36,54,53
1623249304.072527,172.10.0.2:55456,0,36,54,53
1623249304.090145,172.10.0.2:55456,0,36,54,53
1623249304.105686,172.10.0.2:55456,0,36,54,53
1623249304.123502,172.10.0.2:55456,0,36,54,53
1623249304.139231,172.10.0.2:55456,0,36,54,53
1623249304.156790,172.10.0.2:55456,0,36,54,53
1623249304.172523,172.10.0.2:55456,0,36,54,53
1623249304.190009,172.10.0.2:55456,0,36,54,53
1623249304.205810,172.10.0.2:55456,0,36,54,53
1623249304.222557,172.10.0.2:55456,0,36,54,53
1623249304.238280,172.10.0.2:55456,0,36,54,53
1623249304.255187,172.10.0.2:55456,0,36,54,53
1623249304.270878,172.10.0.2:55456,0,36,54,53
1623249304.287965,172.10.0.2:55456,0,36,54,53
1623249304.305057,172.10.0.2:55456,0,36,54,53
1623249304.322997,172.10.0.2:55456,0,36,54,53
1623249304.339374,172.10.0.2:55456,0,36,54,53
1623249304.356680,172.10.0.2:55456,0,36,54,53
1623249304.374125,172.10.0.2:55456,0,36,54,53
1623249304.389625,172.10.0.2:55456,0,36,54,53
1623249304.406921,172.10.0.2:55456,0,36,54,53
1623249304.423070,172.10.0.2:55456,0,36,54,53
1623249304.440338,172.10.0.2:55456,0,36,54,53
1623249304.456131,172.10.0.2:55456,0,36,54,53
1623249304.473850,172.10.0.2:55456,0,36,54,53
1623249304.489512,172.10.0.2:55456,0,36,54,53
1623249304.507446,172.10.0.2:55456,0,36,54,53
1623249304.522973,172.10.0.2:55456,0,36,54,53
1623249304.541000,172.10.0.2:55456,0,36,54,53
1623249304.556701,172.10.0.2:55456,0,36,55,53
1623249304.574231,172.10.0.2:55456,0,36,55,53
1623249304.589767,172.10.0.2:55456,0,36,55,53
1623249304.607039,172.10.0.2:55456,0,36,55,53
1623249304.622616,172.10.0.2:55456,0,36,55,53
1623249304.639920,172.10.0.2:55456,0,36,55,53
1623249304.655593,172.10.0.2:55456,0,36,55,53
1623249304.672186,172.10.0.2:55456,0,36,55,53
1623249304.688150,172.10.0.2:55456,0,36,55,53
1623249304.705199,172.10.0.2:55456,0,36,55,53
1623249304.720764,172.10.0.2:55456,0,36,55,53
1623249304.737815,172.10.0.2:55456,0,36,55,53
1623249304.753434,172.10.0.2:55456,0,36,55,53
1623249304.771143,172.10.0.2:55456,0,36,55,53
1623249304.786806,172.10.0.2:55456,0,36,55,53
1623249304.804683,172.10.0.2:55456,0,36,55,53
1623249304.820816,172.10.0.2:55456,0,36,55,53
1623249304.838676,172.10.0.2:55456,0,36,55,53
1623249304.856609,172.10.0.2:55456,0,36,55,53
1623249304.872407,172.10.0.2:55456,0,36,55,53
1623249304.890304,172.10.0.2:55456,0,36,55,53
1623249304.906417,172.10.0.2:55456,0,36,55,53
1623249304.924126,172.10.0.2:55456,0,36,55,53
1623249304.939868,172.10.0.2:55456,0,36,55,53
1623249304.957666,172.10.0.2:55456,0,36,55,53
1623249304.973233,172.10.0.2:55456,0,36,55,53
1623249304.990561,172.10.0.2:55456,0,36,55,53
1623249305.006094,172.10.0.2:55456,0,36,55,53
1623249305.023972,172.10.0.2:55456,0,36,55,53
1623249305.039548,172.10.0.2:55456,0,36,55,53
1623249305.057490,172.10.0.2:55456,0,36,55,53
1623249305.073440,172.10.0.2:55456,0,36,55,53
1623249305.091002,172.10.0.2:55456,0,36,55,53
1623249305.107011,172.10.0.2:55456,0,36,55,53
1623249305.124546,172.10.0.2:55456,0,36,55,53
1623249305.142517,172.10.0.2:55456,0,36,55,53
1623249305.158207,172.10.0.2:55456,0,36,55,53
1623249305.175629,172.10.0.2:55456,0,36,55,53
1623249305.191471,172.10.0.2:55456,0,36,55,53
1623249305.208849,172.10.0.2:55456,0,36,55,53
1623249305.224569,172.10.0.2:55456,0,36,55,53
1623249305.240945,172.10.0.2:55456,0,36,55,53
1623249305.257818,172.10.0.2:55456,0,36,55,53
1623249305.275294,172.10.0.2:55456,0,36,55,53
1623249305.291072,172.10.0.2:55456,0,36,55,53
1623249305.308361,172.10.0.2:55456,0,36,55,53
1623249305.324148,172.10.0.2:55456,0,36,55,53
1623249305.341932,172.10.0.2:55456,0,36,55,53
1623249305.357514,172.10.0.2:55456,0,36,55,53
1623249305.374932,172.10.0.2:55456,0,36,55,53
1623249305.390425,172.10.0.2:55456,0,36,55,53
1623249305.408144,172.10.0.2:55456,0,36,55,53
1623249305.423901,172.10.0.2:55456,0,36,55,53
1623249305.442107,172.10.0.2:55456,0,36,55,53
1623249305.457823,172.10.0.2:55456,0,36,55,53
1623249305.475447,172.10.0.2:55456,0,36,55,53
1623249305.491507,172.10.0.2:55456,0,36,55,53
1623249305.508178,172.10.0.2:55456,0,36,55,53
1623249305.524107,172.10.0.2:55456,0,36,56,53
1623249305.541187,172.10.0.2:55456,0,36,56,53
1623249305.557979,172.10.0.2:55456,0,36,56,53
1623249305.576112,172.10.0.2:55456,0,36,56,53
1623249305.593407,172.10.0.2:55456,0,36,56,53
1623249305.609344,172.10.0.2:55456,0,36,56,53
1623249305.626902,172.10.0.2:55456,0,36,56,53
1623249305.642532,172.10.0.2:55456,0,36,56,53
1623249305.659446,172.10.0.2:55456,0,36,56,53
1623249305.676416,172.10.0.2:55456,0,36,56,53
1623249305.694570,172.10.0.2:55456,0,36,56,53
1623249305.710532,172.10.0.2:55456,0,36,56,53
1623249305.727901,172.10.0.2:55456,0,36,56,53
1623249305.743549,172.10.0.2:55456,0,36,56,53
1623249305.761230,172.10.0.2:55456,0,36,56,53
1623249305.776837,172.10.0.2:55456,0,36,56,53
1623249305.794673,172.10.0.2:55456,0,36,56,53
1623249305.810364,172.10.0.2:55456,0,36,56,53
1623249305.828405,172.10.0.2:55456,0,36,56,53
1623249305.844669,172.10.0.2:55456,0,36,56,53
1623249305.862010,172.10.0.2:55456,0,36,56,53
1623249305.878868,172.10.0.2:55456,0,36,56,53
1623249305.896125,172.10.0.2:55456,0,36,56,53
1623249305.912780,172.10.0.2:55456,0,36,56,53
1623249305.929558,172.10.0.2:55456,0,36,56,53
1623249305.946233,172.10.0.2:55456,0,36,56,53
1623249305.962616,172.10.0.2:55456,0,36,56,53
1623249305.979853,172.10.0.2:55456,0,36,56,53
1623249305.995791,172.10.0.2:55456,0,36,56,53
1623249306.013795,172.10.0.2:55456,0,36,56,53
1623249306.034974,172.10.0.2:55456,0,36,56,53
1623249306.053703,172.10.0.2:55456,0,36,56,53
1623249306.071335,172.10.0.2:55456,0,36,56,53
1623249306.088545,172.10.0.2:55456,0,36,56,53
1623249306.106179,172.10.0.2:55456,0,36,56,53
1623249306.122076,172.10.0.2:55456,0,36,56,53
1623249306.138535,172.10.0.2:55456,0,36,56,53
1623249306.155069,172.10.0.2:55456,0,36,56,53
1623249306.172464,172.10.0.2:55456,0,36,56,53
1623249306.188614,172.10.0.2:55456,0,36,56,53
1623249306.206084,172.10.0.2:55456,0,36,56,53
1623249306.221962,172.10.0.2:55456,0,36,56,53
1623249306.239370,172.10.0.2:55456,0,36,56,53
1623249306.254790,172.10.0.2:55456,0,36,56,53
1623249306.272339,172.10.0.2:55456,0,36,56,53
1623249306.288474,172.10.0.2:55456,0,36,56,53
1623249306.306112,172.10.0.2:55456,0,36,56,53
1623249306.321948,172.10.0.2:55456,0,36,56,53
1623249306.338816,172.10.0.2:55456,0,36,56,53
1623249306.354374,172.10.0.2:55456,0,36,56,53
1623249306.371536,172.10.0.2:55456,0,36,56,53
1623249306.387541,172.10.0.2:55456,0,36,56,53
1623249306.405609,172.10.0.2:55456,0,36,56,53
1623249306.421729,172.10.0.2:55456,0,36,56,53
1623249306.439468,172.10.0.2:55456,0,36,56,53
1623249306.457275,172.10.0.2:55456,0,36,56,53
1623249306.473139,172.10.0.2:55456,0,36,56,53
1623249306.490679,172.10.0.2:55456,0,36,56,53
1623249306.506238,172.10.0.2:55456,0,36,56,53
1623249306.523569,172.10.0.2:55456,0,36,56,53
1623249306.539239,172.10.0.2:55456,0,36,56,53
1623249306.556753,172.10.0.2:55456,0,36,56,53
1623249306.572536,172.10.0.2:55456,0,36,56,53
1623249306.590282,172.10.0.2:55456,0,36,56,53
1623249306.605813,172.10.0.2:55456,0,36,56,53
1623249306.623218,172.10.0.2:55456,0,36,56,53
1623249306.638815,172.10.0.2:55456,0,36,56,53
1623249306.655816,172.10.0.2:55456,0,36,56,53
1623249306.671415,172.10.0.2:55456,0,36,56,53
1623249306.687952,172.10.0.2:55456,0,36,56,53
1623249306.704236,172.10.0.2:55456,0,36,56,53
1623249306.720977,172.10.0.2:55456,0,36,56,53
1623249306.736669,172.10.0.2:55456,0,36,56,53
1623249306.753425,172.10.0.2:55456,0,36,57,53
1623249306.769230,172.10.0.2:55456,0,36,57,53
1623249306.786324,172.10.0.2:55456,0,36,57,53
1623249306.801979,172.10.0.2:55456,0,36,57,53
1623249306.820135,172.10.0.2:55456,0,36,57,53
1623249306.835944,172.10.0.2:55456,0,36,57,53
1623249306.853950,172.10.0.2:55456,0,36,57,53
1623249306.870984,172.10.0.2:55456,0,36,57,53
1623249306.888574,172.10.0.2:55456,0,36,57,53
1623249306.906382,172.10.0.2:55456,0,36,57,53
1623249306.922099,172.10.0.2:55456,0,36,57,53
1623249306.939822,172.10.0.2:55456,0,36,57,53
1623249306.955726,172.10.0.2:55456,0,36,57,53
1623249306.973122,172.10.0.2:55456,0,36,57,53
1623249306.988799,172.10.0.2:55456,0,36,57,53
1623249307.006180,172.10.0.2:55456,0,36,57,53
1623249307.021731,172.10.0.2:55456,0,36,57,53
1623249307.039137,172.10.0.2:55456,0,36,57,53
1623249307.054936,172.10.0.2:55456,0,36,57,53
1623249307.071914,172.10.0.2:55456,0,36,57,53
1623249307.087518,172.10.0.2:55456,0,36,57,53
1623249307.105369,172.10.0.2:55456,0,36,57,53
1623249307.120991,172.10.0.2:55456,0,36,57,53
1623249307.138811,172.10.0.2:55456,0,36,57,53
1623249307.154525,172.10.0.2:55456,0,36,57,53
1623249307.171365,172.10.0.2:55456,0,36,57,53
1623249307.187074,172.10.0.2:55456,0,36,57,53
1623249307.204010,172.10.0.2:55456,0,36,57,53
1623249307.219677,172.10.0.2:55456,0,36,57,53
1623249307.237378,172.10.0.2:55456,0,36,57,53
1623249307.252993,172.10.0.2:55456,0,36,57,53
1623249307.270693,172.10.0.2:55456,0,36,57,53
1623249307.287235,172.10.0.2:55456,0,36,57,53
1623249307.304692,172.10.0.2:55456,0,36,57,53
1623249307.323024,172.10.0.2:55456,0,36,57,53
1623249307.338699,172.10.0.2:55456,0,36,57,53
1623249307.356712,172.10.0.2:55456,0,36,57,53
1623249307.372392,172.10.0.2:55456,0,36,57,53
1623249307.389505,172.10.0.2:55456,0,36,57,53
1623249307.405236,172.10.0.2:55456,0,36,57,53
