Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623249169.243951,172.10.0.2:55450,,,5,3
1623249169.261777,172.10.0.2:55450,,,6,3
1623249169.277285,172.10.0.2:55450,,,6,3
1623249169.295044,172.10.0.2:55450,,,6,3
1623249169.310600,172.10.0.2:55450,,,6,3
1623249169.328200,172.10.0.2:55450,,,6,3
1623249169.343950,172.10.0.2:55450,,,6,3
1623249169.361490,172.10.0.2:55450,,,6,3
1623249169.377441,172.10.0.2:55450,,,5,3
1623249169.393976,172.10.0.2:55450,,,5,3
1623249169.409851,172.10.0.2:55450,,,5,3
1623249169.426707,172.10.0.2:55450,,,5,3
1623249169.443482,172.10.0.2:55450,,,5,3
1623249169.460582,172.10.0.2:55450,,,4,3
1623249169.476732,172.10.0.2:55450,,,4,3
1623249169.493109,172.10.0.2:55450,,,4,3
1623249169.510532,172.10.0.2:55450,,,5,3
1623249169.526163,172.10.0.2:55450,,,5,3
1623249169.543399,172.10.0.2:55450,,,5,3
1623249169.559067,172.10.0.2:55450,,,5,3
1623249169.576451,172.10.0.2:55450,,,5,3
1623249169.592559,172.10.0.2:55450,,,5,3
1623249169.609368,172.10.0.2:55450,,,5,3
1623249169.625177,172.10.0.2:55450,,,5,3
1623249169.642806,172.10.0.2:55450,,,5,3
1623249169.658450,172.10.0.2:55450,,,5,3
1623249169.676241,172.10.0.2:55450,,,6,3
1623249169.691999,172.10.0.2:55450,,,6,3
1623249169.709139,172.10.0.2:55450,,,6,3
1623249169.725002,172.10.0.2:55450,,,6,3
1623249169.742041,172.10.0.2:55450,,,6,3
1623249169.758005,172.10.0.2:55450,,,6,3
1623249169.774719,172.10.0.2:55450,,,6,3
1623249169.790557,172.10.0.2:55450,,,6,3
1623249169.807131,172.10.0.2:55450,,,5,3
1623249169.824454,172.10.0.2:55450,,,5,3
1623249169.840632,172.10.0.2:55450,,,5,3
1623249169.857868,172.10.0.2:55450,,,5,3
1623249169.873455,172.10.0.2:55450,,,5,3
1623249169.891001,172.10.0.2:55450,,,4,3
1623249169.906502,172.10.0.2:55450,,,4,3
1623249169.923217,172.10.0.2:55450,,,4,3
1623249169.938829,172.10.0.2:55450,,,5,3
1623249169.956031,172.10.0.2:55450,,,5,3
1623249169.971852,172.10.0.2:55450,,,5,3
1623249169.990209,172.10.0.2:55450,,,5,3
1623249170.005939,172.10.0.2:55450,,,5,3
1623249170.023253,172.10.0.2:55450,,,5,3
1623249170.038685,172.10.0.2:55450,,,6,3
1623249170.056008,172.10.0.2:55450,,,6,3
1623249170.071759,172.10.0.2:55450,,,6,3
1623249170.088995,172.10.0.2:55450,,,6,3
1623249170.104829,172.10.0.2:55450,,,6,3
1623249170.121483,172.10.0.2:55450,,,6,3
1623249170.137350,172.10.0.2:55450,,,6,3
1623249170.154227,172.10.0.2:55450,,,6,3
1623249170.171061,172.10.0.2:55450,,,5,3
1623249170.188819,172.10.0.2:55450,,,5,3
1623249170.205649,172.10.0.2:55450,,,5,3
1623249170.222626,172.10.0.2:55450,,,5,3
1623249170.239892,172.10.0.2:55450,,,5,3
1623249170.255838,172.10.0.2:55450,,,4,3
1623249170.273299,172.10.0.2:55450,,,4,3
1623249170.289810,172.10.0.2:55450,,,5,3
1623249170.308283,172.10.0.2:55450,,,5,3
1623249170.324019,172.10.0.2:55450,,,5,3
1623249170.341480,172.10.0.2:55450,,,5,3
1623249170.357203,172.10.0.2:55450,,,5,3
1623249170.374959,172.10.0.2:55450,,,5,3
1623249170.390475,172.10.0.2:55450,,,5,3
1623249170.407756,172.10.0.2:55450,,,5,3
1623249170.423502,172.10.0.2:55450,,,5,3
1623249170.441389,172.10.0.2:55450,,,5,3
1623249170.457183,172.10.0.2:55450,,,6,3
1623249170.475186,172.10.0.2:55450,,,6,3
1623249170.490802,172.10.0.2:55450,,,6,3
1623249170.508447,172.10.0.2:55450,,,6,3
1623249170.524519,172.10.0.2:55450,,,6,3
1623249170.542370,172.10.0.2:55450,,,6,3
1623249170.560143,172.10.0.2:55450,,,6,3
1623249170.576001,172.10.0.2:55450,,,6,3
1623249170.593155,172.10.0.2:55450,,,5,3
1623249170.608914,172.10.0.2:55450,,,5,3
1623249170.626695,172.10.0.2:55450,,,5,3
1623249170.642239,172.10.0.2:55450,,,5,3
1623249170.660025,172.10.0.2:55450,,,5,3
1623249170.675872,172.10.0.2:55450,,,4,3
1623249170.694180,172.10.0.2:55450,,,4,3
1623249170.709902,172.10.0.2:55450,,,4,3
1623249170.727818,172.10.0.2:55450,,,5,3
1623249170.743462,172.10.0.2:55450,,,5,3
1623249170.761903,172.10.0.2:55450,,,5,3
1623249170.777446,172.10.0.2:55450,,,5,3
1623249170.795175,172.10.0.2:55450,,,5,3
1623249170.811697,172.10.0.2:55450,,,5,3
1623249170.829389,172.10.0.2:55450,,,6,3
1623249170.846864,172.10.0.2:55450,,,6,3
1623249170.862583,172.10.0.2:55450,,,6,3
1623249170.878365,172.10.0.2:55450,,,6,3
1623249170.895169,172.10.0.2:55450,,,6,3
1623249170.911287,172.10.0.2:55450,,,6,3
1623249170.927971,172.10.0.2:55450,,,6,3
1623249170.944949,172.10.0.2:55450,,,5,3
1623249170.961927,172.10.0.2:55450,,,5,3
1623249170.978668,172.10.0.2:55450,,,5,3
1623249170.994923,172.10.0.2:55450,,,5,3
1623249171.012373,172.10.0.2:55450,,,5,3
1623249171.028264,172.10.0.2:55450,,,4,3
1623249171.046263,172.10.0.2:55450,,,4,3
1623249171.062325,172.10.0.2:55450,,,4,3
1623249171.080118,172.10.0.2:55450,,,5,3
1623249171.095883,172.10.0.2:55450,,,5,3
1623249171.112999,172.10.0.2:55450,,,5,3
1623249171.130244,172.10.0.2:55450,,,5,3
1623249171.148108,172.10.0.2:55450,,,5,3
1623249171.166112,172.10.0.2:55450,,,5,3
1623249171.183366,172.10.0.2:55450,,,5,3
1623249171.200817,172.10.0.2:55450,,,5,3
1623249171.217907,172.10.0.2:55450,,,5,3
1623249171.234991,172.10.0.2:55450,,,6,3
1623249171.250831,172.10.0.2:55450,,,6,3
1623249171.268095,172.10.0.2:55450,,,6,3
1623249171.284587,172.10.0.2:55450,,,6,3
1623249171.303195,172.10.0.2:55450,,,6,3
1623249171.321877,172.10.0.2:55450,,,6,3
1623249171.339925,172.10.0.2:55450,,,6,3
1623249171.357813,172.10.0.2:55450,,,6,3
1623249171.375477,172.10.0.2:55450,,,5,3
1623249171.393095,172.10.0.2:55450,,,5,3
1623249171.411363,172.10.0.2:55450,,,5,3
1623249171.429177,172.10.0.2:55450,,,5,3
1623249171.445520,172.10.0.2:55450,,,5,3
1623249171.463163,172.10.0.2:55450,,,4,3
1623249171.480934,172.10.0.2:55450,,,4,3
1623249171.498883,172.10.0.2:55450,,,4,3
1623249171.516291,172.10.0.2:55450,,,5,3
1623249171.532971,172.10.0.2:55450,,,5,3
1623249171.550088,172.10.0.2:55450,,,6,3
1623249171.565703,172.10.0.2:55450,,,6,3
1623249171.582884,172.10.0.2:55450,,,6,3
1623249171.598370,172.10.0.2:55450,,,6,3
1623249171.615978,172.10.0.2:55450,,,6,3
1623249171.631879,172.10.0.2:55450,,,6,3
1623249171.649018,172.10.0.2:55450,,,6,3
1623249171.665113,172.10.0.2:55450,,,6,3
1623249171.682857,172.10.0.2:55450,,,5,3
1623249171.700186,172.10.0.2:55450,,,5,3
1623249171.715738,172.10.0.2:55450,,,5,3
1623249171.734266,172.10.0.2:55450,,,5,3
1623249171.749860,172.10.0.2:55450,,,5,3
1623249171.768186,172.10.0.2:55450,,,4,3
1623249171.784013,172.10.0.2:55450,,,4,3
1623249171.800600,172.10.0.2:55450,,,4,3
1623249171.816216,172.10.0.2:55450,,,5,3
