Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1623160278.596871,172.10.0.2:55682,0,71,38,35
1623160278.612543,172.10.0.2:55682,0,71,38,35
1623160278.628311,172.10.0.2:55682,0,71,38,35
1623160278.644416,172.10.0.2:55682,0,71,38,35
1623160278.659827,172.10.0.2:55682,0,71,38,35
1623160278.675836,172.10.0.2:55682,0,71,38,35
1623160278.691343,172.10.0.2:55682,0,71,38,35
1623160278.706949,172.10.0.2:55682,0,71,38,35
1623160278.722791,172.10.0.2:55682,0,71,38,35
1623160278.738794,172.10.0.2:55682,0,71,38,35
1623160278.754787,172.10.0.2:55682,0,71,38,35
1623160278.770995,172.10.0.2:55682,0,71,38,35
1623160278.786492,172.10.0.2:55682,0,71,39,35
1623160278.802483,172.10.0.2:55682,0,71,39,35
1623160278.818148,172.10.0.2:55682,0,71,39,35
1623160278.834399,172.10.0.2:55682,0,71,39,35
1623160278.850106,172.10.0.2:55682,0,71,39,35
1623160278.866198,172.10.0.2:55682,0,71,39,35
1623160278.881865,172.10.0.2:55682,0,71,39,35
1623160278.897992,172.10.0.2:55682,0,71,39,35
1623160278.913813,172.10.0.2:55682,0,71,39,35
1623160278.929926,172.10.0.2:55682,0,71,39,35
1623160278.945836,172.10.0.2:55682,0,71,39,35
1623160278.961776,172.10.0.2:55682,0,71,39,35
1623160278.977484,172.10.0.2:55682,0,71,39,35
1623160278.993494,172.10.0.2:55682,0,71,39,35
1623160279.009701,172.10.0.2:55682,0,71,39,35
1623160279.026222,172.10.0.2:55682,0,71,39,35
1623160279.042100,172.10.0.2:55682,0,71,39,35
1623160279.057928,172.10.0.2:55682,0,71,39,35
1623160279.073616,172.10.0.2:55682,0,71,39,35
1623160279.089622,172.10.0.2:55682,0,71,39,35
1623160279.105123,172.10.0.2:55682,0,71,39,35
1623160279.120903,172.10.0.2:55682,0,71,39,35
1623160279.136502,172.10.0.2:55682,0,71,39,35
1623160279.152135,172.10.0.2:55682,0,71,39,35
1623160279.167603,172.10.0.2:55682,0,71,39,35
1623160279.183347,172.10.0.2:55682,0,71,39,35
1623160279.199226,172.10.0.2:55682,0,71,39,35
1623160279.215067,172.10.0.2:55682,0,71,39,35
1623160279.230970,172.10.0.2:55682,0,71,39,35
1623160279.246833,172.10.0.2:55682,0,71,40,35
1623160279.262456,172.10.0.2:55682,0,71,40,35
1623160279.278568,172.10.0.2:55682,0,71,40,35
1623160279.294519,172.10.0.2:55682,0,71,40,35
1623160279.310121,172.10.0.2:55682,0,71,40,35
1623160279.325900,172.10.0.2:55682,0,71,40,35
1623160279.341802,172.10.0.2:55682,0,71,40,35
1623160279.357419,172.10.0.2:55682,0,71,40,35
1623160279.373335,172.10.0.2:55682,0,71,40,35
1623160279.388868,172.10.0.2:55682,0,71,40,35
1623160279.404562,172.10.0.2:55682,0,71,40,35
1623160279.420148,172.10.0.2:55682,0,71,40,35
1623160279.435719,172.10.0.2:55682,0,71,40,35
1623160279.451355,172.10.0.2:55682,0,71,40,35
